date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;-14,653;-43,118;26,915;59,000
;-14,614;-43,118;26,915;59,000
;-14,575;-43,118;26,915;59,000
;-14,536;-43,118;26,915;59,000
;-14,489;-43,118;26,927;59,000
;-14,474;-43,118;26,927;59,000
;-14,380;-43,118;26,927;59,000
;-14,365;-43,131;26,927;59,000
;-14,302;-43,131;26,927;59,000
;-14,240;-43,131;26,927;59,000
;-14,185;-43,131;26,927;59,000
;-14,068;-43,131;26,927;59,000
;-14,006;-43,131;26,927;59,000
;-14,209;-43,118;26,940;59,000
;-14,084;-43,118;26,940;59,000
;-13,975;-43,118;26,927;59,000
;-13,881;-43,118;26,940;59,000
;-13,795;-43,118;26,940;59,000
;-13,702;-43,118;26,940;59,000
;-13,600;-43,118;26,940;59,000
;-13,468;-43,118;26,940;59,000
;-13,413;-43,131;26,940;59,000
;-13,397;-43,131;26,940;59,000
;-13,351;-43,131;26,940;59,000
;-13,351;-43,131;26,940;59,000
;-13,288;-43,131;26,940;59,000
;-13,226;-43,131;26,940;59,000
;-13,436;-43,131;26,952;59,000
;-13,335;-43,131;26,952;59,000
;-13,280;-43,131;26,952;59,000
;-13,179;-43,131;26,940;59,000
;-13,093;-43,131;26,952;59,000
;-13,039;-43,131;26,952;59,000
;-12,968;-43,131;26,952;59,000
;-12,929;-43,131;26,952;59,000
;-12,851;-43,131;26,952;59,000
;-12,789;-43,131;26,952;59,000
;-12,734;-43,131;26,952;59,000
;-12,695;-43,131;26,952;59,000
;-12,649;-43,131;26,952;59,000
;-12,563;-43,131;26,952;59,000
;-12,797;-43,131;26,965;59,000
;-12,727;-43,131;26,952;59,000
;-12,641;-43,131;26,952;59,000
;-12,586;-43,131;26,965;59,000
;-12,493;-43,131;26,965;59,000
;-12,415;-43,131;26,965;59,000
;-12,383;-43,131;26,965;59,000
;-12,337;-43,131;26,965;59,000
;-12,282;-43,131;26,952;59,000
;-12,196;-43,131;26,952;59,000
;-12,118;-43,131;26,965;59,000
;-12,048;-43,131;26,965;59,000
;-12,032;-43,131;26,965;59,000
;-12,032;-43,131;26,965;59,000
;-12,305;-43,131;26,965;59,000
;-12,220;-43,131;26,965;59,000
;-12,188;-43,131;26,965;59,000
;-12,134;-43,131;26,965;59,000
;-12,095;-43,131;26,965;59,000
;-12,103;-43,131;26,965;59,000
;-12,087;-43,131;26,965;59,000
;-12,071;-43,131;26,965;59,000
;-12,048;-43,131;26,965;59,000
;-12,001;-43,131;26,965;59,000
;-12,017;-43,131;26,965;59,000
;-12,048;-43,131;26,977;59,000
;-12,040;-43,131;26,965;59,000
;-12,048;-43,131;26,977;59,000
;-12,274;-43,131;27,053;59,000
;-12,243;-43,131;26,977;59,000
;-12,196;-43,131;26,977;59,000
;-12,212;-43,131;26,977;59,000
;-12,220;-43,131;26,965;59,000
;-12,204;-43,131;26,977;59,000
;-12,220;-43,131;26,977;59,000
;-12,243;-43,131;26,977;59,000
;-12,313;-43,143;26,977;59,000
;-12,321;-43,143;26,977;59,000
;-12,368;-43,143;26,977;59,000
;-12,415;-43,143;26,977;59,000
;-12,446;-43,143;26,977;59,000
